Replicon	models
KLPN001.0321.00045.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00045.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00045.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00045.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00046.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00046.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00046.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00046.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00046.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00047.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00047.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00047.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00047.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00048.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00048.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00048.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00048.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00048.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00048.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00048.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00049.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00049.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00049.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00050.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00051.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00051.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00051.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00052.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00052.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00053.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00053.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00053.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00053.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00054.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00054.O004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00054.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00054.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00054.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00055.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00055.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00055.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00055.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00055.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00055.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00055.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00056.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00056.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00056.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00056.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00056.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00056.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00057.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00057.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00057.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00057.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00057.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00057.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00058.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00058.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00058.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00058.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00058.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00058.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00059.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00059.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00059.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00059.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00059.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00059.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00060.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00060.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00060.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00060.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00060.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00060.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00061.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00061.O004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00061.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00061.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00061.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00062.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00062.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00062.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00062.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00062.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00062.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00063.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00063.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00063.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00064.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00064.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00064.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00064.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00064.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00064.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00065.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00065.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00065.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00065.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00066.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00066.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00067.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00067.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00068.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00068.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00069.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00069.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00069.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00070.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00070.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00070.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00070.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00070.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00070.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00070.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00071.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00071.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00071.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00071.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00071.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00071.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00072.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00072.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00072.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00072.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00072.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00073.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00073.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00073.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00073.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00073.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00073.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00074.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00074.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00074.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00074.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00075.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00075.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00075.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00075.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00075.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00076.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00076.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00076.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00076.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00076.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00077.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00077.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00077.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00077.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00077.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00078.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00079.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00079.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00079.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00079.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00080.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00080.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00080.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00080.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00080.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00080.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00081.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00081.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00081.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00081.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00082.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00082.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00082.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00082.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00083.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00083.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00083.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00083.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00083.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00084.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00084.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00084.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00084.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00084.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00085.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00085.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00085.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00085.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00085.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00085.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00086.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00086.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00086.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00086.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00087.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00087.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00087.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00087.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00087.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00088.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00088.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00088.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00088.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00088.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00088.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00089.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00089.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00089.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00089.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00089.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00090.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00090.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00090.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00090.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00091.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00091.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00091.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00091.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00091.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00091.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00092.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00092.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00092.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00092.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00092.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00093.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00093.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00093.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00093.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00093.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00094.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00094.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00094.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00094.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00094.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00094.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00095.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00095.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00095.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00095.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00095.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00096.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00096.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00096.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00096.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00096.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00097.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00097.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00097.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00097.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00097.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00097.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00098.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00098.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00098.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00098.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00098.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00099.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00099.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00099.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00100.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00101.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00101.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00101.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00101.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00102.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00102.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00102.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00102.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00103.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00103.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00103.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00103.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00104.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00104.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00104.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00105.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00105.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00105.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00105.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00105.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00105.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00106.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00106.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00106.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00106.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00107.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00108.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00109.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00109.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00109.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00109.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00109.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00109.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00109.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00110.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00110.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00110.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00110.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00110.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00111.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00111.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00111.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00111.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00112.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00112.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00112.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00112.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00112.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00112.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00113.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00113.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00113.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00113.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00113.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00113.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00113.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00114.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00114.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00114.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00114.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
